difficulty,topics,aj_level,title_ar,title_en,words,unknown,coverage_pct,unknown_per_100,publisher_glossed,tashkeel,video,url
2,economy,Intermediate,نَسْجُ الزّرابي.. حِرْفَة جزائريّة مُهَدَّدَة بالاندثار,Algerian handicraft weaving risks disappearing,92,21,77.2,22.8,1,,,https://learning.aljazeera.net/en/languageofmedia/%D9%86%D8%B3%D8%AC-%D8%A7%D9%84%D8%B2%D8%B1%D8%A7%D8%A8%D9%8A-%D8%AD%D8%B1%D9%81%D8%A9-%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1%D9%8A%D8%A9-%D9%85%D9%87%D8%AF%D8%AF%D8%A9-%D8%A8%D8%A7%D9%84%D8%A7%D9%86%D8%AF%D8%AB%D8%A7%D8%B1
2,society|economy|travel|food,Introductory,سُوقُ النِّساءِ في مَدِينَةِ بارتن التُّرْكيَّة,"In Turkey, Bartin women market",237,65,72.2,27.8,9,Y,Y,https://learning.aljazeera.net/en/articles/pages/21968
2,economy,Intermediate,حَرْبُ الْعُمْلاتِ تَشْتَعِلُ,The Currencies War is Aflame,101,28,72.0,28.0,4,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%AD%D8%B1%D8%A8-%D8%A7%D9%84%D8%B9%D9%85%D9%84%D8%A7%D8%AA-%D8%AA%D8%B4%D8%AA%D8%B9%D9%84
2,education|society|science|religion,Introductory,النَّشاطُ يُجَدِّدُ شَبابَ الدِّماغِ,Activity Rejuvenates the Brain,284,69,75.4,24.6,3,Y,Y,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D9%86%D8%B4%D8%A7%D8%B7-%D9%8A%D8%AC%D8%AF%D8%AF-%D8%B4%D8%A8%D8%A7%D8%A8-%D8%A7%D9%84%D8%AF%D9%85%D8%A7%D8%BA
2,science|environment,Intermediate,اكْتِشَافاتٌ عِلمِيّةٌ عَامَ 2015,Summary of scientific discoveries in 2015,93,24,73.9,26.1,1,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%83%D8%AA%D8%B4%D8%A7%D9%81%D8%A7%D8%AA-%D8%B9%D9%84%D9%85%D9%8A%D8%A9-%D8%B9%D8%A7%D9%85-2015-1
2,culture|literature,Intermediate,عُروضٌ مَسْرَحِيَّةٌ عربِيَّةٌ بِالدَّوحة,Arab theater in Doha,98,26,73.2,26.8,2,Y,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D9%86%D8%A7%D9%81%D8%B3%D8%A9-%D9%84%D8%B9%D8%B1%D9%88%D8%B6-%D9%85%D8%B3%D8%B1%D8%AD%D9%8A%D8%A9-%D8%B9%D8%B1%D8%A8%D9%8A%D8%A9-%D8%A8%D8%A7%D9%84%D8%AF%D9%88%D8%AD%D8%A9
2,society|technology,Intermediate,فيسبوك يُطْلِقُ مَرْكَزًا لِمُواجَهَةِ الأَزَماتِ,Facebook launches Crisis Response hub,132,31,76.5,23.5,2,,,https://learning.aljazeera.net/en/languageofmedia/%D9%81%D9%8A%D8%B3%D8%A8%D9%88%D9%83-%D9%8A%D8%B7%D9%84%D9%82-%D9%85%D8%B1%D9%83%D8%B2%D8%A7-%D9%84%D9%85%D9%88%D8%A7%D8%AC%D9%87%D8%A9-%D8%A7%D9%84%D8%A3%D8%B2%D9%85%D8%A7%D8%AA
2,culture,Intermediate,أَعْمَالٌ فَنِّيَّةٌ مِنْ بَقَايَا الْكَرْتُونِ,Painting using the remains of cardboards,88,22,73.5,26.5,1,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D9%81%D9%86%D9%8A%D8%A9-%D9%85%D9%86-%D8%A8%D9%82%D8%A7%D9%8A%D8%A7-%D8%A7%D9%84%D9%83%D8%B1%D8%AA%D9%88%D9%86
2,literature,Intermediate,8 نَصائِحَ لِلتَّخَلُّصِ مِنْ الأَرَقِ,8 Tips to Fight Insomnia,89,23,74.2,25.8,4,,,https://learning.aljazeera.net/en/languageofmedia/8-%D9%86%D8%B5%D8%A7%D8%A6%D8%AD-%D9%84%D9%84%D8%AA%D8%AE%D9%84%D8%B5-%D9%85%D9%86-%D8%A7%D9%84%D8%A3%D8%B1%D9%82
2,health,Intermediate,لِمُقاوَمةِ السَّرطان ضَعُوا الجِرْجيرِ في الثَّلَّاجَة,"To prevent cancer, put the arugula in the fridge",91,25,72.5,27.5,6,,,https://learning.aljazeera.net/en/languageofmedia/%D9%84%D9%85%D9%82%D8%A7%D9%88%D9%85%D8%A9-%D8%A7%D9%84%D8%B3%D8%B1%D8%B7%D8%A7%D9%86-%D8%B6%D8%B9%D9%88%D8%A7-%D8%A7%D9%84%D8%AC%D8%B1%D8%AC%D9%8A%D8%B1-%D8%A8%D8%A7%D9%84%D8%AB%D9%84%D8%A7%D8%AC%D8%A9
2,history|literature|culture,Intermediate,تَارِيخٌ وَأَعْلَامٌ: بَدْر شَاكِر السَّيَّاب,History and personalities: Badr Shakir al-Sayyab,106,29,71.8,28.2,3,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D9%88%D8%A3%D8%B9%D9%84%D8%A7%D9%85-%D8%A8%D8%AF%D8%B1-%D8%B4%D8%A7%D9%83%D8%B1-%D8%A7%D9%84%D8%B3%D9%8A%D8%A7%D8%A8-1
2,sports|travel,Introductory,أهْلًا بِكُمْ في مَقْهَى الجَزيرَةِ مَعَ المُعَلِّقَ خَليل البلوشي,Al-Jazeera Cafe welcomes Khalil Al Balushi,254,55,74.2,25.8,3,Y,Y,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D9%82%D9%87%D9%89-%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D9%8A%D8%B3%D8%AA%D8%B6%D9%8A%D9%81-%D8%A7%D9%84%D9%85%D8%B9%D9%84%D9%82-%D8%AE%D9%84%D9%8A%D9%84-%D8%A7%D9%84%D8%A8%D9%84%D9%88%D8%B4%D9%8A
2,history|religion|travel,Intermediate,حَيُّ الْحُسَيْنِ.. هُنَا تَرَكَ التَّارِيخُ ذِكْرَى,Al Hussein... where history has left traces,150,43,70.7,29.3,6,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%AD%D9%8A-%D8%A7%D9%84%D8%AD%D8%B3%D9%8A%D9%86-%D9%87%D9%86%D8%A7-%D8%AA%D8%B1%D9%83-%D8%A7%D9%84%D8%AA%D8%A7%D8%B1%D9%8A%D8%AE-%D8%B0%D9%83%D8%B1%D9%89-1
2,science,Intermediate,كُوَيْكِبٌ يَسِيرُ بِشَكْلٍ مُدْهِشٍ!,An asteroid with a fascinating trajectory!,78,21,73.1,26.9,4,,,https://learning.aljazeera.net/en/languageofmedia/%D9%83%D9%88%D9%8A%D9%83%D8%A8-%D9%8A%D8%B3%D9%8A%D8%B1-%D8%A8%D8%B4%D9%83%D9%84-%D9%85%D8%AF%D9%87%D8%B4
2,technology,Intermediate,السُّوَيْدُ.. بَلَدٌ اخْتَفَتْ فِيهِ النُّقُودُ,"Sweden, a country where money disappeared",141,37,72.4,27.6,2,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%B3%D9%88%D9%8A%D8%AF-%D8%A8%D9%84%D8%AF-%D8%A7%D8%AE%D8%AA%D9%81%D8%AA-%D9%81%D9%8A%D9%87-%D8%A7%D9%84%D9%86%D9%82%D9%88%D8%AF
2,education,Introductory,المَدْرَسَةُ العائِمَةُ في بَنْغلادِش,Floating school in Bangladesh,244,67,72.0,28.0,5,Y,Y,https://learning.aljazeera.net/en/articles/pages/21919
2,technology,Intermediate,كَيْفَ تُعَيِّنُ وَقْتًا لإِغْلَاق الحاسُوب,How to set a timer to shutdown your computer,127,36,71.7,28.3,9,,,https://learning.aljazeera.net/en/languageofmedia/%D9%83%D9%8A%D9%81-%D8%AA%D8%B9%D9%8A%D9%86-%D9%88%D9%82%D8%AA%D8%A7-%D9%84%D8%A5%D8%BA%D9%84%D8%A7%D9%82-%D8%A7%D9%84%D8%AD%D8%A7%D8%B3%D9%88%D8%A8
2,health|food,Intermediate,فَوَائِدُ الشُّعُورِ بِالرِّضَا,The Benefits of Gratitude,84,26,68.3,31.7,6,Y,,https://learning.aljazeera.net/en/languageofmedia/%D9%81%D9%88%D8%A7%D8%A6%D8%AF-%D8%A7%D9%84%D8%B4%D8%B9%D9%88%D8%B1-%D8%A8%D8%A7%D9%84%D8%B1%D8%B6%D8%A7
2,literature|culture,Intermediate,مَعْرِضُ الكتاب العَرَبِيِّ في إِسْطَنْبُول,Istanbul Arabic Book fair,101,30,69.1,30.9,6,Y,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%B9%D8%B1%D8%B6-%D8%A7%D9%84%D9%83%D8%AA%D8%A7%D8%A8-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-%D9%81%D9%8A-%D8%A5%D8%B3%D8%B7%D9%86%D8%A8%D9%88%D9%84
2,economy|culture|sports,Intermediate,مُنْتَدَى الْأَعْمَالِ الْعَرَبِي بِتُرْكِيَا,Arab Business Forum in Turkey,131,37,71.1,28.9,4,Y,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D9%86%D8%AA%D8%AF%D9%89-%D8%A7%D9%84%D8%A3%D8%B9%D9%85%D8%A7%D9%84-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-%D8%A8%D8%AA%D8%B1%D9%83%D9%8A%D8%A7-1
2,literature|education|sports,Intermediate,"النُّسْخَةُ الثّانِيَةُ مِن مسابقةِ ""شاعِر الرَّسول""","Second edition of the ""Prophet's Poet"" contest",186,40,72.8,27.2,1,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D9%86%D8%B3%D8%AE%D8%A9-%D8%A7%D9%84%D8%AB%D8%A7%D9%86%D9%8A%D8%A9-%D9%85%D9%86-%D9%85%D8%B3%D8%A7%D8%A8%D9%82%D8%A9-%D8%B4%D8%A7%D8%B9%D8%B1-%D8%A7%D9%84%D8%B1%D8%B3%D9%88%D9%84-1
2,culture|society,Intermediate,تَحْوِيلُ أدَوَاتِ الْقَتْلِ إلَى تُحَفٍ فَنِّيَّةٍ,Transforming killing devices into works of art,145,44,69.2,30.8,8,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%AA%D8%AD%D9%88%D9%8A%D9%84-%D8%A3%D8%AF%D9%88%D8%A7%D8%AA-%D8%A7%D9%84%D9%82%D8%AA%D9%84-%D8%A5%D9%84%D9%89-%D8%AA%D8%AD%D9%81-%D9%81%D9%86%D9%8A%D8%A9
2,technology|culture,Intermediate,سيَّاراتُ المُسْتَقْبَلِ فِي مَعْرِضٍ بِجَنيف,The cars of the future at the Geneva Show 2017,207,47,71.9,28.1,3,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%B3%D9%8A%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84-%D9%81%D9%8A-%D9%85%D8%B9%D8%B1%D8%B6-%D8%A8%D8%AC%D9%86%D9%8A%D9%81-1
2,culture|travel,Introductory,أَهْلًا بِكُمْ في مَقْهَى الجَزِيرَةِ مَعَ الخَطَّاطِ راشِد المُهَنَّدِيّ,welcome to Al Jazeera Cafe,58,16,72.4,27.6,2,,Y,https://learning.aljazeera.net/en/languageofmedia/%D8%A3%D9%87%D9%84%D8%A7-%D8%A8%D9%83%D9%85-%D9%81%D9%8A-%D9%85%D9%82%D9%87%D9%89-%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D8%A7%D9%84%D8%AD%D9%84%D9%82%D8%A9-3
2,health,Intermediate,مَاذَا تَعْرِفُ عَن اللَّوْزِ؟,What do you know about almonds?,73,18,75.3,24.7,1,,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%A7%D8%B0%D8%A7-%D8%AA%D8%B9%D8%B1%D9%81-%D8%B9%D9%86-%D8%A7%D9%84%D9%84%D9%88%D8%B2
2,politics|sports,Intermediate,فَوْزُ المُعارَضَةِ بِانْتِخاباتِ جاكَرْتَا,The opposition wins Jakarta election,91,23,74.7,25.3,2,,,https://learning.aljazeera.net/en/languageofmedia/%D9%81%D9%88%D8%B2-%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D8%B1%D8%B6%D8%A9-%D8%A8%D8%A7%D9%86%D8%AA%D8%AE%D8%A7%D8%A8%D8%A7%D8%AA-%D8%AC%D8%A7%D9%83%D8%B1%D8%AA%D8%A7
2,education|society|health,Intermediate,دَرْسُ السّعادةِ يَجْذِب الطلّابَ الأمْرِيكِيّينَ,Happiness course attracts Americans students,161,39,75.8,24.2,1,,,https://learning.aljazeera.net/en/languageofmedia/%D8%AF%D8%B1%D8%B3-%D8%A7%D9%84%D8%B3%D8%B9%D8%A7%D8%AF%D8%A9-%D9%8A%D8%AC%D8%B0%D8%A8-%D8%A7%D9%84%D8%B7%D9%84%D8%A7%D8%A8-%D8%A7%D9%84%D8%A3%D9%85%D8%B1%D9%8A%D9%83%D9%8A%D9%8A%D9%86
2,health|society,Intermediate,شِفَاءُ طِفْلٍ مُصَابٍ بِالْإِيدْزِ,A child cured of AIDS,95,24,74.7,25.3,2,,,https://learning.aljazeera.net/en/languageofmedia/%D8%B4%D9%81%D8%A7%D8%A1-%D8%B7%D9%81%D9%84-%D9%85%D8%B5%D8%A7%D8%A8-%D8%A8%D8%A7%D9%84%D8%A5%D9%8A%D8%AF%D8%B2
2,health,Intermediate,الْعَبْقَرِيُّ الطَّرِيفُ,The funny genius!,209,51,75.5,24.5,2,,,https://learning.aljazeera.net/en/generallanguage/%D8%A7%D9%84%D8%B9%D8%A8%D9%82%D8%B1%D9%8A-%D8%A7%D9%84%D8%B7%D8%B1%D9%8A%D9%81
2,science,Intermediate,مَا الَّذِي يُخَبِّئُهُ لَكَ الْمُسْتَقْبَلُ؟,What does the future hold for you?,89,22,75.3,24.7,1,,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%A7-%D8%A7%D9%84%D8%B0%D9%8A-%D9%8A%D8%AE%D8%A8%D8%A6%D9%87-%D9%84%D9%83-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84
2,science,Intermediate,مَا الَّذِي يُخَبِّئُهُ لَكَ الْمُسْتَقْبَلُ؟,What does the future hold for you?,89,22,75.3,24.7,1,,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%A7-%D8%A7%D9%84%D8%B0%D9%8A-%D9%8A%D8%AE%D8%A8%D8%A6%D9%87-%D9%84%D9%83-%D8%A7%D9%84%D9%85%D8%B3%D8%AA%D9%82%D8%A8%D9%84-1
2,health|environment|food|society,Intermediate,كَيْفَ تُمِدُّ جِسْمَكَ بِالْـماءِ بِطَريقَةٍ صَحِيحَةٍ؟,How to properly supply your body with water?,280,75,72.5,27.5,7,Y,,https://learning.aljazeera.net/en/languageofmedia/%D9%83%D9%8A%D9%81-%D8%AA%D9%85%D8%AF-%D8%AC%D8%B3%D9%85%D9%83-%D8%A8%D8%A7%D9%84%D9%85%D8%A7%D8%A1-%D8%A8%D8%B7%D8%B1%D9%8A%D9%82%D8%A9-%D8%B5%D8%AD%D9%8A%D8%AD%D8%A9
2,sports,Introductory,جَوْلَةٌ في مَلاعِبِ كَأْسِ العالَمِ بِدَوْلَةِ قَطَر,A tour of the 2022 World Cup stadiums in Qatar,151,51,65.5,34.5,15,Y,Y,https://learning.aljazeera.net/en/articles/pages/21995
2,health,Intermediate,الرَّجَفَانُ الْأُذَيْنِيُّ . . مَاذَا يَعْنِي؟,Atrial fibrillation .. What is it?,52,15,69.4,30.6,1,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%B1%D8%AC%D9%81%D8%A7%D9%86-%D8%A7%D9%84%D8%A3%D8%B0%D9%8A%D9%86%D9%8A-%D9%85%D8%A7%D8%B0%D8%A7-%D9%8A%D8%B9%D9%86%D9%8A
2,politics,Intermediate,مُشاوَراتٌ بِجَنِيف لِحِمايَةِ الصَّحَفِيِّين,Geneva:consultations over journalists protection,88,22,75.0,25.0,1,,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%B4%D8%A7%D9%88%D8%B1%D8%A7%D8%AA-%D8%A8%D8%AC%D9%86%D9%8A%D9%81-%D9%84%D8%AD%D9%85%D8%A7%D9%8A%D8%A9-%D8%A7%D9%84%D8%B5%D8%AD%D9%81%D9%8A%D9%8A%D9%86
2,economy,Intermediate,الْجَزَائِرُ تَطْرَحُ سَنَدَاتٍ بِدُونِ فَوَائِدَ,Algeria launches interest-free bonds,83,25,69.9,30.1,7,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%AC%D8%B2%D8%A7%D8%A6%D8%B1-%D8%AA%D8%B7%D8%B1%D8%AD-%D8%B3%D9%86%D8%AF%D8%A7%D8%AA-%D8%A8%D8%AF%D9%88%D9%86-%D9%81%D9%88%D8%A7%D8%A6%D8%AF
2,politics,Intermediate,بَرْلَمانُ كُوسُوفُو يُطِيحُ بِالْحُكُومَةِ,Kosovo’s Parliament ousts government,71,21,70.4,29.6,2,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A8%D8%B1%D9%84%D9%85%D8%A7%D9%86-%D9%83%D9%88%D8%B3%D9%88%D9%81%D9%88-%D9%8A%D8%B7%D9%8A%D8%AD-%D8%A8%D8%A7%D9%84%D8%AD%D9%83%D9%88%D9%85%D8%A9
2,culture|religion,Intermediate,مَعْرِضٌ قَطَرِيّ حَوْلَ حُقُوقِ الإنْسانِ في بِرْلِينَ,A Qatari exhibition on Human rights in Berlin,104,26,75.0,25.0,1,,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%B9%D8%B1%D8%B6-%D9%82%D8%B7%D8%B1%D9%8A-%D8%AD%D9%88%D9%84-%D8%AD%D9%82%D9%88%D9%82-%D8%A7%D9%84%D8%A5%D9%86%D8%B3%D8%A7%D9%86-%D9%81%D9%8A-%D8%A8%D8%B1%D9%84%D9%8A%D9%86-1
2,economy,Intermediate,النّفْطُ العِراقِيُّ يَتَدَفَّقُ إِلَى الأُرْدُنّ,Iraqi oil flows into Jordan,98,26,72.3,27.7,0,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D9%86%D9%81%D8%B7-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82%D9%8A-%D9%8A%D8%AA%D8%AF%D9%81%D9%82-%D8%A5%D9%84%D9%89-%D8%A7%D9%84%D8%B9%D8%B1%D8%A7%D9%82
2,history,Intermediate,صِنَاعَةُ الْعُكَّازَاتِ مِنْ قُرُونِ الْمَوَاشِي,Making crutches from cattle horns,99,28,70.8,29.2,2,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%B5%D9%86%D8%A7%D8%B9%D8%A9-%D8%A7%D9%84%D8%B9%D9%83%D8%A7%D8%B2%D8%A7%D8%AA-%D9%85%D9%86-%D9%82%D8%B1%D9%88%D9%86-%D8%A7%D9%84%D9%85%D9%88%D8%A7%D8%B4%D9%8A
2,sports|health|culture,Introductory,سيلات.. رياضةُ الرُّوحِ والعَقْلِ في إندونيسيا,"Silat, an Indonesian martial art",139,36,74.1,25.9,3,,Y,https://learning.aljazeera.net/en/languageofmedia/%D8%B3%D9%8A%D9%84%D8%A7%D8%AA-%D8%B1%D9%8A%D8%A7%D8%B6%D8%A9-%D8%A7%D9%84%D8%B1%D9%88%D8%AD-%D9%88%D8%A7%D9%84%D8%B9%D9%82%D9%84-%D9%81%D9%8A-%D8%A5%D9%86%D8%AF%D9%88%D9%86%D9%8A%D8%B3%D9%8A%D8%A7
2,technology|sports,Elementary,مَزَايَا مُشَغِّلِ الْوَسَائِطِ في. أل. سي,The advantages of vlc media player,81,20,74.7,25.3,1,,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%B2%D8%A7%D9%8A%D8%A7-%D9%85%D8%B4%D8%BA%D9%84-%D8%A7%D9%84%D9%88%D8%B3%D8%A7%D8%A6%D8%B7-%D9%81%D9%8A-%D8%A3%D9%84-%D8%B3%D9%8A
2,education|society,Intermediate,نَصائِحُ لِتَعَلُّمِ اللُّغَاتِ الأَجْنَبِيَّةِ,Tips for learning foreign languages,337,84,73.8,26.2,0,Y,,https://learning.aljazeera.net/en/languageofmedia/%D9%86%D8%B5%D8%A7%D8%A6%D8%AD-%D9%84%D8%AA%D8%B9%D9%84%D9%85-%D8%A7%D9%84%D9%84%D8%BA%D8%A7%D8%AA-%D8%A7%D9%84%D8%A3%D8%AC%D9%86%D8%A8%D9%8A%D8%A9
2,sports|religion|science,Intermediate,تُورَانُ نَجْمٌ في الْكُرةِ ومُسْلِمٌ مُلْتَزِم,Turan: a football star and a practicing Muslim,89,24,73.0,27.0,3,,,https://learning.aljazeera.net/en/languageofmedia/%D8%AA%D9%88%D8%B1%D8%A7%D9%86-%D9%86%D8%AC%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D9%83%D8%B1%D8%A9-%D9%88%D9%85%D8%B3%D9%84%D9%85-%D9%85%D9%84%D8%AA%D8%B2%D9%85
2,health|education|food,Intermediate,نَصائِحُ لِتَقْوِيَةِ المَـناعَةِ في فَصْلِ الخَرِيف,Tips to boost immunity during fall season,197,62,68.0,32.0,11,Y,,https://learning.aljazeera.net/en/articles/pages/21923
2,technology|travel|literature,Introductory,إِنْجازاتُ الجَزيرَةِ خِلالَ 23 عامًا,Al Jazeera achievements during 23 years,210,55,73.7,26.3,5,,Y,https://learning.aljazeera.net/en/languageofmedia/%D8%A5%D9%86%D8%AC%D8%A7%D8%B2%D8%A7%D8%AA-%D9%82%D9%86%D8%A7%D8%A9-%D8%A7%D9%84%D8%AC%D8%B2%D9%8A%D8%B1%D8%A9-%D8%AE%D9%84%D8%A7%D9%84-23-%D8%B9%D8%A7%D9%85%D8%A7
2,technology,Intermediate,ابْتِكاراتٌ جَدِيدَةٌ فِي قِمَّةِ لِشْبُونَة لِلإنتَرنت,New innovations at the Lisbon Web Summit,99,29,69.8,30.2,3,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D8%A8%D8%AA%D9%83%D8%A7%D8%B1%D8%A7%D8%AA-%D8%AC%D8%AF%D9%8A%D8%AF%D8%A9-%D9%81%D9%8A-%D9%82%D9%85%D8%A9-%D9%84%D8%B4%D8%A8%D9%88%D9%86%D8%A9-%D9%84%D9%84%D8%A5%D9%86%D8%AA%D8%B1%D9%86%D8%AA
2,science|education,Intermediate,تَأْسِيسُ مَرْكَزِ أَبْحَاثٍ عَن القُدْسِ فِي تُرْكِيَا,"In Turkey, 1st research center on Jerusalem",134,38,71.4,28.6,1,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%AA%D8%A3%D8%B3%D9%8A%D8%B3-%D9%85%D8%B1%D9%83%D8%B2-%D8%A3%D8%A8%D8%AD%D8%A7%D8%AB-%D8%B9%D9%86-%D8%A7%D9%84%D9%82%D8%AF%D8%B3-%D9%81%D9%8A-%D8%AA%D8%B1%D9%83%D9%8A%D8%A7
2,technology|travel|economy,Intermediate,السُّعُودِيَّةُ تَحْتَضِنُ مِهْرَجانًا لِمَوْقِع يوتيوب,Saudi Arabia hosts youtube FanFest,126,33,73.6,26.4,3,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D9%84%D8%B3%D8%B9%D9%88%D8%AF%D9%8A%D8%A9-%D8%AA%D8%AD%D8%AA%D8%B6%D9%86-%D9%85%D9%87%D8%B1%D8%AC%D8%A7%D9%86%D8%A7-%D9%84%D9%85%D9%88%D9%82%D8%B9-%D9%8A%D9%88%D8%AA%D9%8A%D9%88%D8%A8
2,literature|culture,Intermediate,مَعْرِضانِ لِلْكِتابِ الْعَرَبِي فِي إسْطَنْبُول,Two Arabic book fairs in Istanbul,198,46,71.2,28.8,1,Y,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%B9%D8%B1%D8%B6%D8%A7%D9%86-%D9%84%D9%84%D9%83%D8%AA%D8%A7%D8%A8-%D8%A7%D9%84%D8%B9%D8%B1%D8%A8%D9%8A-%D9%81%D9%8A-%D8%A5%D8%B3%D8%B7%D9%86%D8%A8%D9%88%D9%84
2,technology|literature,Elementary,أمازون تُصْدِرُ قارِئًا إِلِكترُونيًّا مُقاومًا للْمَاء,Amazon’s new Kindle Oasis is waterproof,104,31,69.6,30.4,3,Y,,https://learning.aljazeera.net/en/languageofmedia/%D8%A3%D9%85%D8%A7%D8%B2%D9%88%D9%86-%D8%AA%D8%B5%D8%AF%D8%B1-%D9%82%D8%A7%D8%B1%D8%A6%D8%A7-%D8%A5%D9%84%D9%83%D8%AA%D8%B1%D9%88%D9%86%D9%8A%D8%A7-%D9%85%D9%82%D8%A7%D9%88%D9%85%D8%A7-%D9%84%D9%84%D9%85%D8%A7%D8%A1
2,technology,Intermediate,غوغل يَدْعَمُ الصُّوَرَ بِاسْتِخْدام الذَّكاءِ الاصْطِناعيّ,Google Photos enhanced by the AI,77,22,71.4,28.6,4,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A7%D8%B3%D8%AA%D8%AE%D8%AF%D8%A7%D9%85-%D8%A7%D9%84%D8%B0%D9%83%D8%A7%D8%A1-%D8%A7%D9%84%D8%A7%D8%B5%D8%B7%D9%86%D8%A7%D8%B9%D9%8A-%D9%84%D8%AF%D8%B9%D9%85-%D8%B5%D9%88%D8%B1-%D8%BA%D9%88%D8%BA%D9%84
2,economy|politics,Intermediate,أسْعَارُ النَّفْطِ تَرْتَفِعُ فَوْقَ 50 دُولَارًا,Oil prices back above $ 50,78,23,70.5,29.5,5,,,https://learning.aljazeera.net/en/languageofmedia/%D8%A3%D8%B3%D8%B9%D8%A7%D8%B1-%D8%A7%D9%84%D9%86%D9%81%D8%B7-%D8%AA%D8%B1%D8%AA%D9%81%D8%B9-%D9%81%D9%88%D9%82-50-%D8%AF%D9%88%D9%84%D8%A7%D8%B1%D8%A7
2,environment,Intermediate,كُسُوفٌ حَلْقِيٌّ لِلشَّمْسِ فِي أفْرِيقْيَا,An annular solar eclipse in Africa,77,20,74.0,26.0,1,,,https://learning.aljazeera.net/en/languageofmedia/%D9%83%D8%B3%D9%88%D9%81-%D8%AD%D9%84%D9%82%D9%8A-%D9%84%D9%84%D8%B4%D9%85%D8%B3-%D9%81%D9%8A-%D8%A3%D9%81%D8%B1%D9%8A%D9%82%D9%8A%D8%A7
2,literature|education|society,Introductory,قِصَصٌ تَعْلِيمِيَّةٌ لِلأَطْفالِ,Educational stories for children,144,43,69.5,30.5,4,Y,Y,https://learning.aljazeera.net/en/languageofmedia/%D9%82%D8%B5%D8%B5-%D8%AA%D8%B9%D9%84%D9%8A%D9%85%D9%8A%D8%A9-%D9%84%D9%84%D8%A3%D8%B7%D9%81%D8%A7%D9%84
2,literature|education,Elementary,مُسَابَقَةٌ لِلتَّشْجِيعِ عَلَى الْقِرَاءَةِ بمالِيزيَا,A competition to promote reading in Malaysia,56,15,73.2,26.8,0,,,https://learning.aljazeera.net/en/languageofmedia/%D9%85%D8%B3%D8%A7%D8%A8%D9%82%D8%A9-%D9%84%D9%84%D8%AA%D8%B4%D8%AC%D9%8A%D8%B9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%82%D8%B1%D8%A7%D8%A1%D8%A9-%D8%A8%D9%85%D8%A7%D9%84%D9%8A%D8%B2%D9%8A%D8%A7
